Дата,Товар,Количество,Цена за единицу,Сумма,Рейтинг,Комментарий
2025-05-24,Пирожок с мясом,21,168.3,3534.3,4.7,Всегда беру
2025-05-24,Эклер,24,198.9,4773.6,4.9,Сочно и свежо
2025-05-24,Чизкейк,17,382.5,6502.5,4.8,Всегда беру
2025-05-24,Маффин,24,153.0,3672.0,5.0,Тают во рту
2025-05-25,Круассан,26,184.8,4804.8,5.0,Всегда беру
2025-05-25,Хлеб ржаной,16,123.2,1971.2,5.0,Сытный
2025-05-25,Булочка с корицей,20,138.6,2772.0,5.0,"Горячие, вкусные"
2025-05-25,Пирожок с мясом,15,169.4,2541.0,5.0,Восхитительно
2025-05-25,Эклер,18,200.2,3603.6,4.9,Нормально
2025-05-25,Чизкейк,15,385.0,5775.0,5.0,Лучший чизкейк
2025-05-25,Маффин,24,154.0,3696.0,5.0,Идеально к кофе
2025-05-26,Круассан,17,186.0,3162.0,5.0,Чуть пересушен
2025-05-26,Хлеб ржаной,11,124.0,1364.0,4.6,Сочно и свежо
2025-05-26,Булочка с корицей,17,139.5,2371.5,4.6,Чуть пересушен
2025-05-26,Пирожок с мясом,13,170.5,2216.5,4.7,Идеально к кофе
2025-05-26,Эклер,19,201.5,3828.5,4.6,Просто супер!
2025-05-26,Чизкейк,12,387.5,4650.0,4.7,Всегда свежие
2025-05-26,Маффин,16,155.0,2480.0,4.8,Хорошее тесто
2025-05-27,Круассан,19,187.2,3556.8,5.0,Хороший хлеб
2025-05-27,Хлеб ржаной,13,124.8,1622.4,4.9,Сочно и свежо
2025-05-27,Булочка с корицей,13,140.4,1825.2,4.6,Мой фаворит
2025-05-27,Пирожок с мясом,14,171.6,2402.4,4.4,Сочно и свежо
2025-05-27,Эклер,13,202.8,2636.4,5.0,Очень вкусно
2025-05-27,Чизкейк,14,390.0,5460.0,4.6,Лучший чизкейк
2025-05-27,Маффин,13,156.0,2028.0,4.8,Тают во рту
2025-05-28,Круассан,21,188.4,3956.4,5.0,Нормально
2025-05-28,Хлеб ржаной,13,125.6,1632.8,4.6,Очень вкусно
2025-05-28,Булочка с корицей,13,141.3,1836.9,4.9,Просто супер!
2025-05-28,Пирожок с мясом,14,172.7,2417.8,4.8,Восхитительно
2025-05-28,Эклер,14,204.1,2857.4,4.6,Шедевр!
2025-05-28,Чизкейк,16,392.5,6280.0,4.7,Лучший чизкейк
2025-05-28,Маффин,17,157.0,2669.0,4.8,Чуть пересушен
2025-05-29,Круассан,18,189.6,3412.8,4.7,Всегда свежие
2025-05-29,Хлеб ржаной,9,126.4,1137.6,4.3,Отличный крем
2025-05-29,Булочка с корицей,14,142.2,1990.8,4.7,Восхитительно
2025-05-29,Пирожок с мясом,15,173.8,2607.0,4.5,Отличный крем
2025-05-29,Эклер,16,205.4,3286.4,5.0,Очень вкусно
2025-05-29,Чизкейк,13,395.0,5135.0,4.9,Тают во рту
2025-05-29,Маффин,15,158.0,2370.0,4.8,Просто супер!
2025-05-30,Круассан,15,190.8,2862.0,4.9,Всегда беру
2025-05-30,Хлеб ржаной,10,127.2,1272.0,4.8,Сытный
2025-05-30,Булочка с корицей,17,143.1,2432.7,5.0,Всегда свежие
2025-05-30,Пирожок с мясом,14,174.9,2448.6,4.5,Всегда свежие
2025-05-30,Эклер,15,206.7,3100.5,4.7,Сытный
2025-05-30,Чизкейк,16,397.5,6360.0,4.7,Лучший чизкейк
2025-05-30,Маффин,18,159.0,2862.0,4.7,Хороший хлеб
2025-05-31,Круассан,21,192.0,4032.0,5.0,Обожаю!
2025-05-31,Хлеб ржаной,17,128.0,2176.0,4.5,Лучший чизкейк
2025-05-31,Булочка с корицей,24,144.0,3456.0,4.9,Всегда беру
2025-05-31,Пирожок с мясом,18,176.0,3168.0,5.0,Отличный крем
2025-05-31,Эклер,18,208.0,3744.0,5.0,Нормально
2025-05-31,Чизкейк,15,400.0,6000.0,5.0,Отличный крем
2025-05-31,Маффин,17,160.0,2720.0,4.9,Всегда свежие
2025-06-01,Круассан,21,193.2,4057.2,5.0,Всегда беру
2025-06-01,Хлеб ржаной,16,128.8,2060.8,5.0,Хорошее тесто
2025-06-01,Булочка с корицей,22,144.9,3187.8,5.0,Сытный
2025-06-01,Пирожок с мясом,18,177.1,3187.8,4.9,Хороший хлеб
2025-06-01,Эклер,25,209.3,5232.5,5.0,Хорошее тесто
2025-06-01,Чизкейк,18,402.5,7245.0,4.7,Отличный крем
2025-06-01,Маффин,20,161.0,3220.0,5.0,Очень вкусно
2025-06-02,Круассан,18,194.4,3499.2,4.9,Всегда свежие
2025-06-02,Хлеб ржаной,9,129.6,1166.4,4.9,Тают во рту
2025-06-02,Булочка с корицей,18,145.8,2624.4,4.6,Всегда беру
2025-06-02,Пирожок с мясом,12,178.2,2138.4,4.9,Нормально
2025-06-02,Эклер,19,210.6,4001.4,4.8,Нормально
2025-06-02,Чизкейк,13,405.0,5265.0,4.8,Очень вкусно
2025-06-02,Маффин,16,162.0,2592.0,4.8,Сытный
2025-06-03,Круассан,18,195.6,3520.8,4.7,Обожаю!
2025-06-03,Хлеб ржаной,11,130.4,1434.4,4.9,Просто супер!
2025-06-03,Булочка с корицей,16,146.7,2347.2,4.8,Мой фаворит
2025-06-03,Пирожок с мясом,12,179.3,2151.6,4.6,Восхитительно
2025-06-03,Эклер,18,211.9,3814.2,4.7,Всегда свежие
2025-06-03,Чизкейк,15,407.5,6112.5,4.6,Обожаю!
2025-06-03,Маффин,14,163.0,2282.0,5.0,"Горячие, вкусные"
2025-06-04,Круассан,17,196.8,3345.6,4.6,Восхитительно
2025-06-04,Хлеб ржаной,11,131.2,1443.2,4.8,Восхитительно
2025-06-04,Булочка с корицей,18,147.6,2656.8,4.5,Всегда свежие
2025-06-04,Пирожок с мясом,12,180.4,2164.8,4.5,Мой фаворит
2025-06-04,Эклер,14,213.2,2984.8,5.0,Шедевр!
2025-06-04,Чизкейк,15,410.0,6150.0,4.6,Тают во рту
2025-06-04,Маффин,16,164.0,2624.0,4.8,"Горячие, вкусные"
2025-06-05,Круассан,16,198.0,3168.0,5.0,Отличный крем
2025-06-05,Хлеб ржаной,14,132.0,1848.0,4.3,Шедевр!
2025-06-05,Булочка с корицей,15,148.5,2227.5,5.0,Чуть пересушен
2025-06-05,Пирожок с мясом,16,181.5,2904.0,4.9,Нормально
2025-06-05,Эклер,18,214.5,3861.0,4.6,Всегда свежие
2025-06-05,Чизкейк,15,412.5,6187.5,4.9,Обожаю!
2025-06-05,Маффин,12,165.0,1980.0,4.6,Всегда свежие
2025-06-06,Круассан,20,199.2,3984.0,4.9,Шедевр!
2025-06-06,Хлеб ржаной,11,132.8,1460.8,4.8,Идеально к кофе
2025-06-06,Булочка с корицей,17,149.4,2539.8,4.9,Хорошее тесто
2025-06-06,Пирожок с мясом,12,182.6,2191.2,4.7,Хорошее тесто
2025-06-06,Эклер,19,215.8,4100.2,4.8,Шедевр!
2025-06-06,Чизкейк,16,415.0,6640.0,4.9,Идеально к кофе
2025-06-06,Маффин,14,166.0,2324.0,4.6,Сытный
2025-06-07,Круассан,20,200.4,4008.0,4.8,Чуть пересушен
2025-06-07,Хлеб ржаной,12,133.6,1603.2,4.6,Тают во рту
2025-06-07,Булочка с корицей,23,150.3,3456.9,4.8,Обожаю!
2025-06-07,Пирожок с мясом,14,183.7,2571.8,4.7,Обожаю!
2025-06-07,Эклер,21,217.1,4559.1,5.0,Отличный крем
2025-06-07,Чизкейк,21,417.5,8767.5,4.7,Всегда беру
2025-06-07,Маффин,20,167.0,3340.0,5.0,Просто супер!
2025-06-08,Круассан,20,201.6,4032.0,5.0,Отличный крем
2025-06-08,Хлеб ржаной,18,134.4,2419.2,4.5,Лучший чизкейк
2025-06-08,Булочка с корицей,21,151.2,3175.2,4.9,Хороший хлеб
2025-06-08,Пирожок с мясом,20,184.8,3696.0,4.7,Нормально
2025-06-08,Эклер,21,218.4,4586.4,5.0,Тают во рту
2025-06-08,Чизкейк,20,420.0,8400.0,5.0,Шедевр!
2025-06-08,Маффин,18,168.0,3024.0,5.0,Чуть пересушен
2025-06-09,Круассан,19,202.8,3853.2,5.0,Шедевр!
2025-06-09,Хлеб ржаной,13,135.2,1757.6,4.8,Идеально к кофе
2025-06-09,Булочка с корицей,18,152.1,2737.8,4.9,Хороший хлеб
2025-06-09,Пирожок с мясом,13,185.9,2416.7,4.8,Просто супер!
2025-06-09,Эклер,15,219.7,3295.5,5.0,Чуть пересушен
2025-06-09,Чизкейк,16,422.5,6760.0,4.5,Хороший хлеб
2025-06-09,Маффин,13,169.0,2197.0,5.0,Нормально
2025-06-10,Круассан,15,204.0,3060.0,4.7,Хороший хлеб
2025-06-10,Хлеб ржаной,12,136.0,1632.0,4.7,Очень вкусно
2025-06-10,Булочка с корицей,17,153.0,2601.0,4.9,Хороший хлеб
2025-06-10,Пирожок с мясом,14,187.0,2618.0,4.8,Лучший чизкейк
2025-06-10,Эклер,16,221.0,3536.0,4.6,Обожаю!
2025-06-10,Чизкейк,16,425.0,6800.0,4.5,Идеально к кофе
2025-06-10,Маффин,13,170.0,2210.0,5.0,Мой фаворит
2025-06-11,Круассан,19,205.2,3898.8,4.7,Тают во рту
2025-06-11,Хлеб ржаной,10,136.8,1368.0,4.3,Лучший чизкейк
2025-06-11,Булочка с корицей,16,153.9,2462.4,5.0,Всегда свежие
2025-06-11,Пирожок с мясом,12,188.1,2257.2,4.7,Отличный крем
2025-06-11,Эклер,17,222.3,3779.1,4.9,Сытный
2025-06-11,Чизкейк,13,427.5,5557.5,4.7,Чуть пересушен
2025-06-11,Маффин,18,171.0,3078.0,4.9,Чуть пересушен
2025-06-12,Круассан,17,206.4,3508.8,4.8,Хорошее тесто
2025-06-12,Хлеб ржаной,12,137.6,1651.2,4.8,Сытный
2025-06-12,Булочка с корицей,17,154.8,2631.6,4.7,Хороший хлеб
2025-06-12,Пирожок с мясом,11,189.2,2081.2,4.4,Просто супер!
2025-06-12,Эклер,20,223.6,4472.0,5.0,Тают во рту
2025-06-12,Чизкейк,17,430.0,7310.0,4.5,Сытный
2025-06-12,Маффин,13,172.0,2236.0,4.9,"Горячие, вкусные"
2025-06-13,Круассан,18,207.6,3736.8,4.7,Всегда свежие
2025-06-13,Хлеб ржаной,12,138.4,1660.8,4.9,Хорошее тесто
2025-06-13,Булочка с корицей,13,155.7,2024.1,4.6,Идеально к кофе
2025-06-13,Пирожок с мясом,14,190.3,2664.2,4.7,Хороший хлеб
2025-06-13,Эклер,19,224.9,4273.1,4.6,Просто супер!
2025-06-13,Чизкейк,15,432.5,6487.5,4.5,Хорошее тесто
2025-06-13,Маффин,17,173.0,2941.0,5.0,Всегда беру
2025-06-14,Круассан,20,208.8,4176.0,4.8,Просто супер!
2025-06-14,Хлеб ржаной,13,139.2,1809.6,4.8,Лучший чизкейк
2025-06-14,Булочка с корицей,20,156.6,3132.0,5.0,Нормально
2025-06-14,Пирожок с мясом,17,191.4,3253.8,4.8,Шедевр!
2025-06-14,Эклер,26,226.2,5881.2,5.0,Хорошее тесто
2025-06-14,Чизкейк,18,435.0,7830.0,4.8,Мой фаворит
2025-06-14,Маффин,23,174.0,4002.0,5.0,Отличный крем
2025-06-15,Круассан,25,210.0,5250.0,5.0,Обожаю!
2025-06-15,Хлеб ржаной,15,140.0,2100.0,4.7,Обожаю!
2025-06-15,Булочка с корицей,20,157.5,3150.0,4.7,Просто супер!
2025-06-15,Пирожок с мясом,21,192.5,4042.5,4.7,Тают во рту
2025-06-15,Эклер,23,227.5,5232.5,5.0,"Горячие, вкусные"
2025-06-15,Чизкейк,17,437.5,7437.5,4.7,Восхитительно
2025-06-15,Маффин,21,175.0,3675.0,4.7,Всегда беру
2025-06-16,Круассан,20,211.2,4224.0,5.0,Нормально
2025-06-16,Хлеб ржаной,13,140.8,1830.4,4.6,Сочно и свежо
2025-06-16,Булочка с корицей,19,158.4,3009.6,5.0,Мой фаворит
2025-06-16,Пирожок с мясом,12,193.6,2323.2,4.7,Сочно и свежо
2025-06-16,Эклер,15,228.8,3432.0,4.8,Тают во рту
2025-06-16,Чизкейк,13,440.0,5720.0,4.7,Всегда свежие
2025-06-16,Маффин,16,176.0,2816.0,4.8,Отличный крем
2025-06-17,Круассан,19,212.4,4035.6,4.7,Хорошее тесто
2025-06-17,Хлеб ржаной,11,141.6,1557.6,4.5,"Горячие, вкусные"
2025-06-17,Булочка с корицей,13,159.3,2070.9,4.9,Чуть пересушен
2025-06-17,Пирожок с мясом,11,194.7,2141.7,4.9,Просто супер!
2025-06-17,Эклер,16,230.1,3681.6,4.7,Мой фаворит
2025-06-17,Чизкейк,17,442.5,7522.5,4.5,Очень вкусно
2025-06-17,Маффин,16,177.0,2832.0,4.9,Обожаю!
2025-06-18,Круассан,19,213.6,4058.4,5.0,Чуть пересушен
2025-06-18,Хлеб ржаной,10,142.4,1424.0,4.5,Хорошее тесто
2025-06-18,Булочка с корицей,13,160.2,2082.6,4.6,Всегда свежие
2025-06-18,Пирожок с мясом,12,195.8,2349.6,4.9,Обожаю!
2025-06-18,Эклер,15,231.4,3471.0,4.9,Очень вкусно
2025-06-18,Чизкейк,14,445.0,6230.0,5.0,Обожаю!
2025-06-18,Маффин,16,178.0,2848.0,4.8,Очень вкусно
2025-06-19,Круассан,17,214.8,3651.6,5.0,Шедевр!
2025-06-19,Хлеб ржаной,10,143.2,1432.0,4.8,"Горячие, вкусные"
2025-06-19,Булочка с корицей,15,161.1,2416.5,5.0,Нормально
2025-06-19,Пирожок с мясом,15,196.9,2953.5,4.4,Нормально
2025-06-19,Эклер,20,232.7,4654.0,5.0,Просто супер!
2025-06-19,Чизкейк,17,447.5,7607.5,4.8,Мой фаворит
2025-06-19,Маффин,13,179.0,2327.0,4.7,Хорошее тесто
2025-06-20,Круассан,16,216.0,3456.0,5.0,Обожаю!
2025-06-20,Хлеб ржаной,14,144.0,2016.0,4.8,Идеально к кофе
2025-06-20,Булочка с корицей,13,162.0,2106.0,4.8,Хороший хлеб
2025-06-20,Пирожок с мясом,13,198.0,2574.0,4.8,Обожаю!
2025-06-20,Эклер,17,234.0,3978.0,4.9,"Горячие, вкусные"
2025-06-20,Чизкейк,13,450.0,5850.0,4.6,Нормально
2025-06-20,Маффин,13,180.0,2340.0,4.9,Сытный
2025-06-21,Круассан,18,217.2,3909.6,5.0,Шедевр!
2025-06-21,Хлеб ржаной,16,144.8,2316.8,4.9,Обожаю!
2025-06-21,Булочка с корицей,17,162.9,2769.3,4.9,Чуть пересушен
2025-06-21,Пирожок с мясом,16,199.1,3185.6,4.7,Нормально
2025-06-21,Эклер,24,235.3,5647.2,5.0,Мой фаворит
2025-06-21,Чизкейк,23,452.5,10407.5,4.9,Шедевр!
2025-06-21,Маффин,24,181.0,4344.0,5.0,Очень вкусно
2025-06-22,Круассан,23,218.4,5023.2,5.0,Сытный
2025-06-22,Хлеб ржаной,17,145.6,2475.2,5.0,Хорошее тесто
2025-06-22,Булочка с корицей,16,163.8,2620.8,5.0,Отличный крем
2025-06-22,Пирожок с мясом,16,200.2,3203.2,5.0,Восхитительно
2025-06-22,Эклер,25,236.6,5915.0,5.0,Всегда беру
2025-06-22,Чизкейк,18,455.0,8190.0,5.0,Отличный крем
2025-06-22,Маффин,21,182.0,3822.0,5.0,Просто супер!
2025-06-23,Круассан,14,219.6,3074.4,5.0,Сочно и свежо
2025-06-23,Хлеб ржаной,12,146.4,1756.8,4.7,Отличный крем
2025-06-23,Булочка с корицей,18,164.7,2964.6,5.0,Хорошее тесто
2025-06-23,Пирожок с мясом,15,201.3,3019.5,4.6,Лучший чизкейк
2025-06-23,Эклер,19,237.9,4520.1,5.0,Очень вкусно
2025-06-23,Чизкейк,15,457.5,6862.5,4.5,Сытный
2025-06-23,Маффин,17,183.0,3111.0,4.8,Восхитительно
2025-06-24,Круассан,17,220.8,3753.6,4.7,Просто супер!
2025-06-24,Хлеб ржаной,12,147.2,1766.4,4.8,Хороший хлеб
2025-06-24,Булочка с корицей,14,165.6,2318.4,4.6,Отличный крем
2025-06-24,Пирожок с мясом,12,202.4,2428.8,4.9,"Горячие, вкусные"
2025-06-24,Эклер,18,239.2,4305.6,4.8,Очень вкусно
2025-06-24,Чизкейк,14,460.0,6440.0,4.8,Нормально
2025-06-24,Маффин,16,184.0,2944.0,4.9,Очень вкусно
2025-06-25,Круассан,16,222.0,3552.0,4.9,Обожаю!
2025-06-25,Хлеб ржаной,12,148.0,1776.0,4.5,"Горячие, вкусные"
2025-06-25,Булочка с корицей,14,166.5,2331.0,5.0,Тают во рту
2025-06-25,Пирожок с мясом,11,203.5,2238.5,4.4,Просто супер!
2025-06-25,Эклер,16,240.5,3848.0,4.8,Отличный крем
2025-06-25,Чизкейк,17,462.5,7862.5,4.6,Отличный крем
2025-06-25,Маффин,13,185.0,2405.0,5.0,Обожаю!
2025-06-26,Круассан,14,223.2,3124.8,4.8,Мой фаворит
2025-06-26,Хлеб ржаной,11,148.8,1636.8,4.9,Отличный крем
2025-06-26,Булочка с корицей,15,167.4,2511.0,5.0,Чуть пересушен
